X,Y,2023-04-06,2023-05-01,2023-05-16,2023-05-22,2023-06-08,2023-06-26,2023-07-08,2023-07-26,2023-07-29,2023-08-07,2023-08-08,2023-09-14,2023-09-22,2023-10-03,id
639195,7691805,-0.0374812593703148,-0.0729785969084423,-0.0557892559133853,-0.0415691236950332,-0.0265194022798417,-0.117198666031444,0.12962962962963,0.537012113055182,0.56936170212766,0.545932820720356,0.565252854812398,0.554836098745447,0.559837728194726,0.503571428571429,"1"
639225,7691805,-0.0511885467314965,-0.0773775216138329,-0.0493086003372682,-0.0516164925511529,-0.0323556797020484,-0.0320844099913867,0.0174806271400252,0.528945281522601,0.599844901124467,0.579831932773109,0.60015680125441,0.591582229150429,0.53207869974337,0.471502590673575,"2"
639255,7691805,-0.0528769312733085,-0.0725284213555907,-0.0514750762970498,-0.0473394495412844,-0.0299366724237191,-0.0841723056610001,0.0870651547184316,0.618082618862042,0.683952347582341,0.669618528610354,0.685082872928177,0.671120246659815,0.59685275384039,0.519134132199459,"3"
639285,7691805,-0.0383175661879807,-0.0599924727135867,-0.0449384075424953,-0.0483486123320356,-0.0281087861337591,-0.0878725590955807,0.238933841028082,0.677735849056604,0.728045325779037,0.714472822527832,0.71331751948492,0.700067249495629,0.645801526717557,0.562828282828283,"4"
639315,7691805,-0.0189218622379527,-0.0390890001615248,-0.0260482374768089,-0.0229247929925409,-0.021995646694925,0.112143543735982,0.615248226950355,0.644965628790942,0.665922619047619,0.67043847241867,0.635507246376812,0.626666666666667,0.609654598418643,0.556751906684612,"5"
639345,7691805,-0.0175916910094125,-0.0283261802575107,0.00389039242219219,0.0120689655172414,-0.0199920711332616,0.124959533829718,0.406097101994731,0.606148732862484,0.631457208943716,0.617067833698031,0.607237090086694,0.597752808988764,0.575732217573222,0.529880478087649,"6"
639375,7691805,-0.0247125341464964,-0.00636337733877865,-0.0088173802381602,0.0285179194688006,-0.0255462184873949,0.183805087782157,0.397932816537468,0.59792924935289,0.618544123627491,0.590634441087613,0.576497520030523,0.570015220700152,0.509708737864078,0.496713615023474,"7"
639405,7691805,-0.0102564102564102,-0.0436618366759428,-0.0372754089568249,0.00647869331143352,-0.0167766469075048,-0.0188884359287946,0.71195652173913,0.572710951526032,0.589573851882499,0.578112609040444,0.572107765451664,0.563435776201734,0.494658997534922,0.560824742268041,"8"
639435,7691805,-0.0212399920598161,-0.00851328903654484,-0.0180517427834622,-0.00446813514149098,-0.0231928220755037,0.0261263663023194,0.775711795467751,0.655462184873949,0.672095548317047,0.637738566798704,0.671010919337795,0.659098847362906,0.337004405286344,0.598556608028868,"9"
639465,7691805,-0.0281966326323619,-0.0636136292591434,-0.0592221359497424,-0.0376815222834252,-0.0207141222247654,-0.140423704551961,0.837360047142015,0.693613879660391,0.724067100308114,0.707044107965767,0.735824742268041,0.722417652702271,0.404931506849315,0.68242312987609,"10"
639495,7691805,-0.0340893279532489,-0.0664897537962554,-0.0478704926005697,-0.0386282035409187,-0.0249723499621631,-0.123622845555931,0.805763073639274,0.745738636363636,0.783094098883573,0.773561811505508,0.78648974668275,0.773449205873539,0.447976093452866,0.659002169197397,"11"
639195,7691775,-0.0437428680106504,-0.0653872939719879,-0.064828395423878,-0.052199258081611,-0.0294135266279279,-0.122287685012214,0.745562130177515,0.676365085691511,0.685962373371925,0.674844379348224,0.696571845368344,0.685734974656046,0.607730263157895,0.541176470588235,"12"
639225,7691775,-0.0275140004869734,-0.0540733116934526,-0.052094440213252,-0.0381861575178998,-0.0211692307692308,-0.12813995215311,0.367979341510652,0.58586316266425,0.603844546594233,0.617145235122763,0.624786324786325,0.612875900042355,0.661147902869757,0.64769647696477,"13"
639255,7691775,-0.0232368528332655,-0.0566186936580737,-0.0494480568577045,-0.0383217933776651,-0.0215845135753603,-0.120617420066152,0.288570575947478,0.534705600765917,0.570210856886496,0.572113289760349,0.582102519548219,0.565738758029979,0.657766990291262,0.622188905547226,"14"
639285,7691775,-0.0367067914994799,-0.0705094439009707,-0.0511910795742524,-0.0421541075746683,-0.0239604079908263,-0.121362560146643,0.0707803992740472,0.507496592457974,0.544844928751048,0.543704891740176,0.558316633266533,0.544805709754163,0.580763199163617,0.532043530834341,"15"
639315,7691775,-0.0434950955085183,-0.0862588466120104,-0.0659095518150476,-0.0590428837787446,-0.0262485481997677,-0.140524492825334,-0.149954001839926,0.431588613406795,0.457469318662717,0.459291001168679,0.485533095521205,0.476584022038568,0.473916887709991,0.442786069651741,"16"
639345,7691775,-0.0458137811805384,-0.0855317967231324,-0.0762032085561497,-0.0606499939591639,-0.0352407932011332,-0.160144446901024,0.0212624584717608,0.464301955434288,0.490878938640133,0.488546751783702,0.509590071455434,0.50093388121031,0.479369842460615,0.448245993936769,"17"
639375,7691775,-0.0312253683380828,-0.0947901591895803,-0.0692693506845602,-0.0630796634113384,-0.0281025179856115,-0.162521345311456,0.0265324794144557,0.467121285923039,0.479252165982672,0.48310291858679,0.519784863618901,0.511654566297287,0.485370741482966,0.488657844990548,"18"
639405,7691775,-0.0429535814564789,-0.077052181873665,-0.0665819388547624,-0.0610006854009595,-0.0293955741495101,-0.119204152249135,-0.0369926014797041,0.458232737807822,0.47286148501954,0.457352373600926,0.534935304990758,0.526683842473316,0.497312939231087,0.502502502502503,"19"
639435,7691775,-0.0374577090381827,-0.0665103556076592,-0.0559392265193371,-0.0429305283757338,-0.0271664562867021,-0.0797760029376665,0.487651331719128,0.628560280920796,0.659913169319826,0.635385132862429,0.689963564094071,0.676973684210526,0.55420054200542,0.6,"20"
639465,7691775,-0.0357439733998338,-0.0655953250547845,-0.0593993027621346,-0.0420996377887299,-0.0251368562171825,-0.131738567436789,0.777908343125734,0.693907875185736,0.728175282437521,0.721733463668947,0.740428293316029,0.725692208628461,0.516148325358852,0.687473095135601,"21"
639495,7691775,-0.0307493011522466,-0.0505544933078394,-0.0508855777340456,-0.0346018627027693,-0.0256056952577793,-0.112559160436244,0.820539419087137,0.683304647160069,0.710044219835755,0.709747742136406,0.713843295137813,0.702153846153846,0.246629659000793,0.574612769172648,"22"
639195,7691745,-0.0356788899900892,-0.0673098665862667,-0.0487122884473877,-0.0509617291294865,-0.0280970625798212,-0.112179984484096,0.575495495495496,0.708498808578237,0.664174031271244,0.6994708994709,0.685109543260304,0.66997427416391,0.623152709359606,0.594729668332576,"23"
639225,7691745,-0.0334467959153471,-0.0655035685963521,-0.0558223289315726,-0.0510033444816053,-0.0257374544599835,-0.11856,0.647403685092127,0.69197584124245,0.658176448874123,0.662759924385633,0.669161087042142,0.654070899883132,0.692451945616503,0.61929732564237,"24"
639255,7691745,-0.0306805074971164,-0.0588235294117648,-0.0665054413542926,-0.0543557037251776,-0.0266191325014854,-0.127659574468085,0.774842044801838,0.693200663349917,0.698608964451314,0.670278637770898,0.689910401246591,0.673988439306358,0.749368367862557,0.655518394648829,"25"
639285,7691745,-0.03847624875698,-0.0593937402448041,-0.0660786134323739,-0.0587817186722581,-0.0269246700988224,-0.143584342636475,0.748476454293629,0.672059466550066,0.671740024681201,0.648378053664397,0.660670482420278,0.645109135004042,0.730868002054443,0.618876941457587,"26"
639315,7691745,-0.0336352894840488,-0.0484712900820283,-0.051271954004883,-0.0344827586206897,-0.0268199233716475,-0.110189982728843,0.49645390070922,0.635153129161119,0.625586353944563,0.607909129154396,0.632822213012847,0.616550594018845,0.564935064935065,0.626769626769627,"27"
639345,7691745,-0.0387151834897975,-0.0678150217256363,-0.0606754859212179,-0.0513990871204604,-0.0244500275752191,-0.124963757610902,-0.0177424288773325,0.559983395599834,0.577881619937695,0.61767955801105,0.641389615240941,0.627683197631384,0.414965986394558,0.611565739225314,"28"
639375,7691745,-0.0405280933374271,-0.0680596097710862,-0.0584299732381802,-0.0506870028269015,-0.0243223620522749,-0.127218514837427,-0.0522149490028924,0.624628450106157,0.662659945715394,0.66904422253923,0.70330459770115,0.68814524741901,0.413676786261883,0.661897191308956,"29"
639405,7691745,-0.0419833771400157,-0.0632209737827715,-0.0584451901565996,-0.0375866682885294,-0.0285249520711091,-0.124432087882281,0.71293225959261,0.71643474990598,0.747722494744219,0.738002594033722,0.771106941838649,0.756446101273687,0.503913305237809,0.670289855072464,"30"
639435,7691745,-0.0338960342979635,-0.0715446006073876,-0.0536683417085427,-0.0333017302678359,-0.0255594683630581,-0.120649805190517,0.765503875968992,0.697214076246334,0.734489659773182,0.749180816204945,0.757377049180328,0.744075829383886,0.557550496954152,0.681060282171868,"31"
639465,7691745,-0.0360828218790045,-0.0699536451748841,-0.0544770605226036,-0.0359660652407695,-0.0252533928878199,-0.120635972176217,0.600495253817582,0.637950664136622,0.689093484419263,0.714638665843113,0.71911905521864,0.704876504116529,0.542200328407225,0.687612208258528,"32"
639495,7691745,-0.0434724983432737,-0.0646253496246136,-0.0514082581350834,-0.0386661088866312,-0.0304315433549201,-0.122159090909091,0.716756756756757,0.633885819521179,0.678595543551654,0.661392405063291,0.698482932996207,0.68559774082209,0.407827260458839,0.582636399840701,"33"
639195,7691715,-0.0517254285500411,-0.0644610127368748,-0.070454718561962,-0.0696131036430387,-0.0256942325297528,-0.12413571313716,-0.0317559153175592,0.334944751381215,0.452140619561434,0.536850921273032,0.564559216384684,0.549604916593503,0.617291066282421,0.536601746138348,"34"
639225,7691715,-0.0365370506236243,-0.0668163952835486,-0.0594860406091371,-0.052639644471688,-0.0302993867981243,-0.060929712135083,0.0175499565595135,0.46321413892314,0.52711666016387,0.514427040395713,0.525480367585631,0.512174989682212,0.568565400843882,0.482076637824475,"35"
639255,7691715,-0.0441156870585099,-0.0518396031417941,-0.0330681640929652,-0.0294569110445143,-0.0255171194531204,0.160128388017118,0.180490220351572,0.542647058823529,0.597701149425287,0.563663440059568,0.574291115311909,0.561377245508982,0.576748410535876,0.462756052141527,"36"
639285,7691715,-0.0435130272539482,-0.0514541387024609,-0.0495387239320878,-0.0450552564465854,-0.0263800116211506,0.0763670647391578,0.235915492957746,0.630258899676375,0.644576082932247,0.618208516886931,0.628582061778936,0.615186140803539,0.652851867049651,0.516595744680851,"37"
639315,7691715,-0.0398167486357206,-0.0481445937300063,-0.0391431653567576,-0.0251851851851852,-0.0281681994331656,-0.0432549871617618,0.278156102671556,0.611170784103115,0.674611398963731,0.646099290780142,0.65480803099683,0.640936081033881,0.539288112827401,0.531502423263328,"38"
639345,7691715,-0.0352809146384232,-0.0709416435688067,-0.0672184957899243,-0.0627701438616863,-0.0258850841555426,-0.138119994379654,0.591690544412607,0.664176169878097,0.674554058973426,0.659978880675818,0.671858022455632,0.657101865136298,0.529411764705882,0.606145251396648,"39"
639375,7691715,-0.0316294626626918,-0.0412140024142093,-0.0327519532791413,-0.00309187279151942,-0.0256884980328628,-0.062421972534332,0.721424774056353,0.639564124056999,0.647700701480904,0.610111068556109,0.644922164566345,0.631289019463827,0.334271243669105,0.636266094420601,"40"
639405,7691715,-0.0337268128161889,-0.0647939784278731,-0.0598375837013819,-0.0407449068866391,-0.024370430544273,-0.134884374780347,0.728867623604466,0.687409551374819,0.717319177173192,0.701542588866533,0.728117986534146,0.715286624203822,0.315162620247366,0.626271186440678,"41"
639435,7691715,-0.0376064824433824,-0.0705630791161796,-0.0575865860362837,-0.0341286620356388,-0.0234725377133205,-0.123209943258579,0.01405593392262,0.675385647216633,0.730437559885021,0.752320185614849,0.756270286220124,0.743259085580305,0.316606421433128,0.657707509881423,"42"
639465,7691715,-0.0361802665914381,-0.0709575688073394,-0.0585855767889524,-0.0303214437625326,-0.0240602388375787,-0.120398825377313,-0.122821576763485,0.615708274894811,0.693795863909273,0.724368725281412,0.725124378109453,0.711639394874961,0.215111796453354,0.622766929788118,"43"
639495,7691715,-0.0358111000142674,-0.0707012349245324,-0.0553618742155906,-0.0303067334718319,-0.0255253472634453,-0.12105588781192,0.0163487738419619,0.615700934579439,0.680192572214581,0.701223438506117,0.718790218790219,0.705337168424417,0.274711168164313,0.569965870307167,"44"
639195,7691685,-0.0471341763836426,-0.0700737618545838,-0.0414298808432631,-0.0411046372415995,-0.0272867262088081,-0.102044382316967,0.766431287343835,0.694874851013111,0.729772191673213,0.694577646624862,0.709617526921649,0.694342395297575,0.671641791044776,0.633579126488939,"45"
639225,7691685,-0.044298605414274,-0.0325367647058823,-0.0344021050579866,-0.0318560772268539,-0.0222028190096046,-0.100732762426062,0.405837387074357,0.63211798443261,0.679207920792079,0.65987460815047,0.681855166802278,0.665460394049055,0.755716675962075,0.620563035495716,"46"
639255,7691685,-0.0348759221998659,-0.0589413925530139,-0.0431974866916834,-0.0343550016840688,-0.0232732732732733,-0.127884371566224,0.130266552020636,0.444672131147541,0.504149377593361,0.604431678292983,0.659836065573771,0.644390441474281,0.655579399141631,0.61371588523443,"47"
639285,7691685,-0.0289440203562341,-0.0676236044657097,-0.0555020853384665,-0.0455725411018172,-0.027143472641103,-0.128659476117103,0.0632548618219037,0.623409669211196,0.647105159511619,0.635652853792025,0.662347860227719,0.647241647241647,0.584871679423683,0.644361833952912,"48"
639315,7691685,-0.0307560538814918,-0.0732519422863485,-0.0443263817302356,-0.0409365336474747,-0.0249614791987673,-0.124280696509977,0.0189032963599438,0.376344086021505,0.433787128712871,0.615987460815047,0.642600717989629,0.627466456195738,0.566695727986051,0.63830985915493,"49"
639345,7691685,-0.0474156343442973,-0.0772946859903381,-0.0696524647375309,-0.0604768882376449,-0.0310172969803577,-0.124110182606004,-0.0312223858615611,0.396117067516662,0.519161676646707,0.619285714285714,0.646341463414634,0.632420902950587,0.525983146067416,0.606349206349206,"50"
639375,7691685,-0.038889949716759,-0.0504110438963859,-0.0409472126295018,-0.039076486202852,-0.0293398533007335,-0.0468033566917553,0.403286249639666,0.68515205724508,0.706195869420386,0.678865809429608,0.703212984431931,0.68988173455979,0.514739229024943,0.629373317954633,"51"
639405,7691685,-0.0298904233936329,-0.0670147954743255,-0.0550531914893617,-0.0373380447585395,-0.0252852987245468,-0.122506359619762,0.806167400881057,0.667269439421338,0.69419795221843,0.689943200801871,0.699277741300066,0.686440677966102,0.373046875,0.678246484698097,"52"
639435,7691685,-0.0347802642221623,-0.0684407955269304,-0.0572645527685755,-0.0388436143001606,-0.0253027804628419,-0.122371824633548,0.455969915387026,0.652992602555481,0.693192713326942,0.679626749611198,0.704342469972282,0.692166462668299,0.247478386167147,0.672742000810045,"53"
639465,7691685,-0.035326650535776,-0.071464555595538,-0.0578637049225285,-0.0346234623462347,-0.0219331069023085,-0.119962511715089,0.455158113011923,0.645846346033729,0.687218045112782,0.701283547257876,0.712032710280374,0.699854862119013,0.0983042203238557,0.546953887579939,"54"
639495,7691685,-0.0377982684592103,-0.0687486445456517,-0.0597648368468656,-0.0308508074234755,-0.0241732513901083,-0.122342232185314,0.429845422116528,0.589572192513369,0.648946209499843,0.673151750972763,0.681705809641533,0.669634633097943,0.0807045215562566,0.453411846207135,"55"
639195,7691655,-0.048295232893813,-0.0689028420356907,-0.0509082023295593,-0.049939617816296,-0.0284915861733795,-0.119788013405035,0.365992414664981,0.658173265386123,0.718588640275387,0.676803394625177,0.689939133548156,0.675771550195105,0.695067264573991,0.612935323383085,"56"
639225,7691655,-0.0296522672833898,-0.0591534484269564,-0.0195121951219513,-0.00463976188391838,-0.0229102167182663,-0.0798637395912188,0.537013264869491,0.692186266771902,0.737967914438503,0.69473307058402,0.710622710622711,0.696046427276025,0.7785536159601,0.635978835978836,"57"
639255,7691655,-0.0493974942143485,-0.0427668278170324,-0.00804653417353366,0.0133186369064021,-0.0299060800790905,-0.0646915432214514,0.297092288242731,0.704667176740627,0.740092823991432,0.702172389628591,0.716602044413113,0.701012923506811,0.562923888470234,0.599206349206349,"58"
639285,7691655,-0.047566371681416,-0.0631047886857994,-0.068471588226035,-0.0639207582127841,-0.0271641606336242,-0.130540009075783,0.435231435231435,0.657775954041855,0.70238546005301,0.692745376955903,0.706298655343241,0.692145862552595,0.597595190380762,0.627190653212958,"59"
639315,7691655,-0.049604262988794,-0.0474471376998453,-0.0466541801464328,-0.0389769507619266,-0.0282679040234447,-0.121232721504645,0.272782503037667,0.731493099121706,0.752133580705009,0.688113413304253,0.715545755237045,0.701275045537341,0.53037037037037,0.642440318302387,"60"
639345,7691655,-0.0396915400317532,-0.0477759472817134,-0.0390320709372669,-0.0385078219013237,-0.025870825118002,-0.109103437715336,0.50897343862168,0.667166416791604,0.66930761281433,0.692695214105793,0.708947179302911,0.693950177935943,0.442262895174709,0.672043010752688,"61"
639375,7691655,-0.0268575323790048,-0.0539266244290556,-0.0477530065405443,-0.0365885081164649,-0.0239815082346143,-0.13097419991541,0.193981481481481,0.698257839721254,0.723958333333333,0.711161145062721,0.744614423977521,0.731019522776573,0.438413361169102,0.646100116414435,"62"
639405,7691655,-0.0394973070017953,-0.0738181569405487,-0.0501551189245088,-0.0415421573797387,-0.0295211267605634,-0.113097602966494,0.418648310387985,0.733021077283372,0.754007398273736,0.741704035874439,0.763561320754717,0.750366246703779,0.48159509202454,0.660839160839161,"63"
639435,7691655,-0.0372167251835302,-0.073572449465732,-0.0483151154517819,-0.0416957838341486,-0.0266606922818417,-0.122816066017665,0.37342524364155,0.712069500465405,0.74335524435553,0.736469254746387,0.757055893746541,0.74463401210787,0.291211741542867,0.625858838226109,"64"
639465,7691655,-0.037213801999355,-0.0758306907486557,-0.0517196456487754,-0.0419894007337954,-0.0254830579669561,-0.12390180878553,0.106238313785484,0.718140929535232,0.751915980698268,0.741988950276243,0.756002233389168,0.743960011108026,0.15590345727332,0.614035087719298,"65"
639495,7691655,-0.0355751752791483,-0.0704885275270448,-0.0557484441532919,-0.0375800958263581,-0.0254232552941834,-0.123149524856164,0.71589991928975,0.649511400651466,0.684242795830779,0.690023752969121,0.703190848886213,0.690789473684211,0.2162865452319,0.559853284428143,"66"
639195,7691625,-0.0511568329197022,-0.0826498422712934,-0.072556684910086,-0.0656944541821496,-0.0266674954932554,-0.131391200951248,-0.0742103260180134,0.578901859057501,0.630992736077482,0.617149304249718,0.637663885578069,0.622937941869599,0.758205689277899,0.600456621004566,"67"
639225,7691625,-0.0458309420349267,-0.0425419240953222,-0.0550624730719518,-0.0546057091210364,-0.0286780715396579,-0.124025399887469,0.705521472392638,0.628091872791519,0.686517389232968,0.648082245947015,0.660989456609894,0.64635124298316,0.951570680628272,0.634880803011292,"68"
639255,7691625,-0.0334486735870819,-0.0706146408839779,-0.069400100823391,-0.0476868327402135,-0.0278587826518583,-0.130666261028293,0.453131749460043,0.639724849527085,0.703152364273205,0.674012158054711,0.683268482490272,0.66743648960739,0.631016042780749,0.657107992678463,"69"
639285,7691625,-0.0443179004704134,-0.0591994618230743,-0.0490334356591719,-0.0531866807292451,-0.0257364341085271,-0.13381922007664,0.147636363636364,0.65071368597817,0.712277800744109,0.698777857656362,0.716455696202532,0.701898960945898,0.443459766040411,0.612472160356347,"70"
639315,7691625,-0.0298064918851436,-0.0416068866571019,-0.00591285363413087,0.00630718663942435,-0.0245133381398702,-0.0485584218512898,0.433854907539118,0.707980875321809,0.732283464566929,0.71010547805376,0.720494817786693,0.707835325365206,0.308714918759232,0.652087475149105,"71"
639345,7691625,-0.0361515195160594,-0.0621149897330595,-0.054777270580828,-0.0450011084016848,-0.0279580040108529,-0.120983736612455,0.805977975878343,0.673866090712743,0.699032365699032,0.686468646864687,0.700466977985324,0.686962276637988,0.38721899469563,0.640421052631579,"72"
639375,7691625,-0.041176894786183,-0.0507486209613869,-0.0524249254708063,-0.0449904485870496,-0.0278453957133527,-0.126232603678579,0.789320388349515,0.672419866150053,0.701531443466927,0.689301729660474,0.711292962356792,0.69785575048733,0.323467230443975,0.627408993576017,"73"
639405,7691625,-0.0324193192678086,-0.0674846625766872,-0.0517450574548569,-0.040245697101542,-0.0275725355919986,-0.122274089040619,0.239855942376951,0.676348547717842,0.721484508001362,0.71875,0.733466267863077,0.719090009891197,0.307039669800505,0.69750231267345,"74"
639435,7691625,-0.0352062077884754,-0.0718468790172833,-0.0492331395756005,-0.0444570206879205,-0.0226679325896036,-0.122598290598291,-0.0288423548004741,0.659420289855072,0.706623586429725,0.736467677080111,0.753609831029186,0.740085417937767,0.406181552689219,0.615918218327857,"75"
639465,7691625,-0.0401644962302947,-0.0747251208067791,-0.0559858676450605,-0.0438681531749879,-0.0256945652804362,-0.126058262782481,-0.0412618296529969,0.694813829787234,0.728783382789317,0.736872812135356,0.765079365079365,0.751720183486238,0.279156085172885,0.490683229813665,"76"
